occurrenceID,eventID,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedDate,measurementDeterminatedBy,measurementMethod,measurementRemarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0238-01,CCCP:EXP.PACÍFICO:G06:2021:09:RB,ZV00C008,Biovolumen_500µm,75.9088,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0241-01,CCCP:EXP.PACÍFICO:G05:2021:10:RB,ZV00C008,Biovolumen_500µm,447.6824,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0244-01,CCCP:EXP.PACÍFICO:G04:2021:11:RB,ZV00C008,Biovolumen_500µm,532.2777,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0247-01,CCCP:EXP.PACÍFICO:G06:2021:12:RB,ZV00C008,Biovolumen_500µm,29.8690,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0251-01,CCCP:EXP.PACÍFICO:G05:2021:13:RB,ZV00C008,Biovolumen_500µm,30.4204,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0255-01,CCCP:EXP.PACÍFICO:G04:2021:14:RB,ZV00C008,Biovolumen_500µm,59.3173,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0259-01,CCCP:EXP.PACÍFICO:G03:2021:15:RB,ZV00C008,Biovolumen_500µm,620.1773,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0262-01,CCCP:EXP.PACÍFICO:G02:2021:16:RB,ZV00C008,Biovolumen_500µm,273.2789,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0265-01,CCCP:EXP.PACÍFICO:G01:2021:17:RB,ZV00C008,Biovolumen_500µm,529.3824,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0268-01,CCCP:EXP.PACÍFICO:G03:2021:18:RB,ZV00C008,Biovolumen_500µm,67.6249,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0271-01,CCCP:EXP.PACÍFICO:G02:2021:19:RB,ZV00C008,Biovolumen_500µm,99.0517,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0274-01,CCCP:EXP.PACÍFICO:G01:2021:20:RB,ZV00C008,Biovolumen_500µm,126.6626,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0277-01,CCCP:EXP.PACÍFICO:A06:2021:21:RB,ZV00C008,Biovolumen_500µm,372.6019,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0280-01,CCCP:EXP.PACÍFICO:A05:2021:22:RB,ZV00C008,Biovolumen_500µm,366.5152,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0283-01,CCCP:EXP.PACÍFICO:A04:2021:23:RB,ZV00C008,Biovolumen_500µm,416.5250,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0286-01,CCCP:EXP.PACÍFICO:A03:2021:24:RB,ZV00C008,Biovolumen_500µm,243.7542,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0289-01,CCCP:EXP.PACÍFICO:A06:2021:25:RB,ZV00C008,Biovolumen_500µm,75.9088,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0293-01,CCCP:EXP.PACÍFICO:A05:2021:26:RB,ZV00C008,Biovolumen_500µm,66.4979,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0297-01,CCCP:EXP.PACÍFICO:A04:2021:27:RB,ZV00C008,Biovolumen_500µm,86.4725,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0301-01,CCCP:EXP.PACÍFICO:A03:2021:28:RB,ZV00C008,Biovolumen_500µm,33.7523,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0305-01,CCCP:EXP.PACÍFICO:S02:2021:29:RB,ZV00C008,Biovolumen_500µm,141.1161,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0308-01,CCCP:EXP.PACÍFICO:S01:2021:30:RB,ZV00C008,Biovolumen_500µm,101.4374,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0311-01,CCCP:EXP.PACÍFICO:A02:2021:31:RB,ZV00C008,Biovolumen_500µm,236.8986,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0314-01,CCCP:EXP.PACÍFICO:A01:2021:32:RB,ZV00C008,Biovolumen_500µm,58.7655,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0317-01,CCCP:EXP.PACÍFICO:S02:2021:33:RB,ZV00C008,Biovolumen_500µm,61.4822,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0320-01,CCCP:EXP.PACÍFICO:S01:2021:34:RB,ZV00C008,Biovolumen_500µm,643.9962,"±0,5 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0323-01,CCCP:EXP.PACÍFICO:A02:2021:35:RB,ZV00C008,Biovolumen_500µm,69.9332,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0326-01,CCCP:EXP.PACÍFICO:A01:2021:36:RB,ZV00C008,Biovolumen_500µm,151.1616,"±0,10 ml",ml.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Probeta,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0209-01,CCCP:EXP.PACÍFICO:S06:2021:01:RB,SDBIOL04,Biomasa_300µm_peso_hum ,1772.8036,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0213-01,CCCP:EXP.PACÍFICO:S05:2021:02:RB,SDBIOL04,Biomasa_300µm_peso_hum ,347.8497,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0217-01,CCCP:EXP.PACÍFICO:S06:2021:03:RB,SDBIOL04,Biomasa_300µm_peso_hum ,588.4849,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0220-01,CCCP:EXP.PACÍFICO:S05:2021:04:RB,SDBIOL04,Biomasa_300µm_peso_hum ,1386.7114,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0223-01,CCCP:EXP.PACÍFICO:S04:2021:05:RB,SDBIOL04,Biomasa_300µm_peso_hum ,3070.9694,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0226-01,CCCP:EXP.PACÍFICO:S03:2021:06:RB,SDBIOL04,Biomasa_300µm_peso_hum ,1001.8804,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0229-01,CCCP:EXP.PACÍFICO:S04:2021:07:RB,SDBIOL04,Biomasa_300µm_peso_hum ,612.5170,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0233-01,CCCP:EXP.PACÍFICO:S03:2021:08:RB,SDBIOL04,Biomasa_300µm_peso_hum ,497.5823,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0237-01,CCCP:EXP.PACÍFICO:G06:2021:09:RB,SDBIOL04,Biomasa_300µm_peso_hum ,1191.8986,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0240-01,CCCP:EXP.PACÍFICO:G05:2021:10:RB,SDBIOL04,Biomasa_300µm_peso_hum ,638.1810,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0243-01,CCCP:EXP.PACÍFICO:G04:2021:11:RB,SDBIOL04,Biomasa_300µm_peso_hum ,122.3394,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0246-01,CCCP:EXP.PACÍFICO:G06:2021:12:RB,SDBIOL04,Biomasa_300µm_peso_hum ,30.1282,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0250-01,CCCP:EXP.PACÍFICO:G05:2021:13:RB,SDBIOL04,Biomasa_300µm_peso_hum ,85.4514,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0254-01,CCCP:EXP.PACÍFICO:G04:2021:14:RB,SDBIOL04,Biomasa_300µm_peso_hum ,160.3466,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0258-01,CCCP:EXP.PACÍFICO:G03:2021:15:RB,SDBIOL04,Biomasa_300µm_peso_hum ,611.7072,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0261-01,CCCP:EXP.PACÍFICO:G02:2021:16:RB,SDBIOL04,Biomasa_300µm_peso_hum ,440.3509,"1,03 x10¯?",g.1000m¯³,2021-11-16,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
